Run,Assay Type,BioProject,BioSample,Center Name,Collection_Date,Consent,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,environment_(biome),environment_(feature),environment_(material),Experiment,External_Id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,Sample Name,Sample_name,Sequencing_method,SRA Study,Submitter_Id,DATASTORE filetype,DATASTORE provider,DATASTORE region,AvgSpotLen,Bases,Bytes
ERR2017722,WGS,PRJEB21528,SAMEA104142167,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077304,SAMEA104142167,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026108-158,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142167,ZSL318,Illumina,ERP023788,ZSL318,"sra,fastq","s3,ena","ena,s3.us-east-1",193,3614739499,2982875091
ERR2017723,WGS,PRJEB21528,SAMEA104142166,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077305,SAMEA104142166,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026109-166,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142166,ZSL319,Illumina,ERP023788,ZSL319,"sra,fastq","s3,ena","ena,s3.us-east-1",193,2585838655,2139972154
ERR2017724,WGS,PRJEB21528,SAMEA104142165,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077306,SAMEA104142165,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026110-169,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142165,ZSL322,Illumina,ERP023788,ZSL322,"sra,fastq","s3,ena","s3.us-east-1,ena",194,3423768442,2806474563
ERR2017725,WGS,PRJEB21528,SAMEA104142164,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077307,SAMEA104142164,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026451-27,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142164,ZSL325,Illumina,ERP023788,ZSL325,"fastq,sra","s3,ena","ena,s3.us-east-1",196,4813243523,3648459010
ERR2017726,WGS,PRJEB21528,SAMEA104142163,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077308,SAMEA104142163,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026452-32,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142163,ZSL330,Illumina,ERP023788,ZSL330,"fastq,sra","s3,ena","s3.us-east-1,ena",196,5114759096,3896398642
ERR2017727,WGS,PRJEB21528,SAMEA104142162,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077309,SAMEA104142162,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026453-33,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142162,ZSL332,Illumina,ERP023788,ZSL332,"fastq,sra","s3,ena","s3.us-east-1,ena",195,4957967710,3809065214
ERR2017728,WGS,PRJEB21528,SAMEA104142161,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077310,SAMEA104142161,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026454-35,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142161,ZSL334,Illumina,ERP023788,ZSL334,"fastq,sra","s3,ena","s3.us-east-1,ena",197,5845699601,4391524650
ERR2017729,WGS,PRJEB21528,SAMEA104142160,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077311,SAMEA104142160,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026455-40,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142160,ZSL335,Illumina,ERP023788,ZSL335,"sra,fastq","s3,ena","s3.us-east-1,ena",196,5737125918,4305945646
ERR2017730,WGS,PRJEB21528,SAMEA104142159,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077312,SAMEA104142159,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026456-42,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142159,ZSL336,Illumina,ERP023788,ZSL336,"sra,fastq","ena,s3","ena,s3.us-east-1",196,4640313901,3519458350
ERR2017731,WGS,PRJEB21528,SAMEA104142158,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077313,SAMEA104142158,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026457-44,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142158,ZSL338,Illumina,ERP023788,ZSL338,"sra,fastq","s3,ena","ena,s3.us-east-1",195,5165294583,4100498716
ERR2017732,WGS,PRJEB21528,SAMEA104142157,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077314,SAMEA104142157,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026458-50,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142157,ZSL339,Illumina,ERP023788,ZSL339,"sra,fastq","ena,s3","s3.us-east-1,ena",195,6234589080,4934068664
ERR2017733,WGS,PRJEB21528,SAMEA104142156,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077315,SAMEA104142156,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026459-51,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142156,ZSL340,Illumina,ERP023788,ZSL340,"sra,fastq","s3,ena","ena,s3.us-east-1",194,5826350706,4668336377
ERR2017734,WGS,PRJEB21528,SAMEA104142155,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077316,SAMEA104142155,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026460-52,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142155,ZSL341,Illumina,ERP023788,ZSL341,"sra,fastq","s3,ena","s3.us-east-1,ena",194,7638444576,6078618831
ERR2017735,WGS,PRJEB21528,SAMEA104142154,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077317,SAMEA104142154,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026461-64,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142154,ZSL343,Illumina,ERP023788,ZSL343,"fastq,sra","ena,s3","ena,s3.us-east-1",195,5335302091,4201958406
ERR2017736,WGS,PRJEB21528,SAMEA104142085,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077318,SAMEA104142085,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:04Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026671-140,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142085,ZSL349,Illumina,ERP023788,ZSL349,"sra,fastq","s3,ena","ena,s3.us-east-1",197,3913041961,2781249590
ERR2017737,WGS,PRJEB21528,SAMEA104142084,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077319,SAMEA104142084,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:04Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026672-142,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142084,ZSL350,Illumina,ERP023788,ZSL350,"fastq,sra","s3,ena","ena,s3.us-east-1",197,4062983866,2872906184
ERR2017738,WGS,PRJEB21528,SAMEA104142083,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077320,SAMEA104142083,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:04Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026673-158,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142083,ZSL353,Illumina,ERP023788,ZSL353,"sra,fastq","s3,ena","s3.us-east-1,ena",195,7100804017,5478779981
ERR2017739,WGS,PRJEB21528,SAMEA104142082,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077321,SAMEA104142082,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:04Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026674-166,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142082,ZSL359,Illumina,ERP023788,ZSL359,"fastq,sra","s3,ena","s3.us-east-1,ena",194,4916800219,3806971628
ERR2017740,WGS,PRJEB21528,SAMEA104142081,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077322,SAMEA104142081,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:04Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026675-169,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142081,ZSL365,Illumina,ERP023788,ZSL365,"sra,fastq","ena,s3","s3.us-east-1,ena",198,4072223531,2849314250
ERR2017741,WGS,PRJEB21528,SAMEA104142080,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077323,SAMEA104142080,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:04Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026676-27,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142080,ZSL368,Illumina,ERP023788,ZSL368,"fastq,sra","ena,s3","ena,s3.us-east-1",193,4982947036,3786620443
ERR2017742,WGS,PRJEB21528,SAMEA104142079,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077324,SAMEA104142079,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:04Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026677-32,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142079,ZSL369,Illumina,ERP023788,ZSL369,"fastq,sra","ena,s3","ena,s3.us-east-1",197,4137852856,2975351615
ERR2017743,WGS,PRJEB21528,SAMEA104142313,BEIJING GENOME INSTITUTE,2011,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077325,SAMEA104142313,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI007557-16,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142313,ZSL_36,Illumina,ERP023788,ZSL_36,"sra,fastq","ena,s3","ena,s3.us-east-1",196,5500618505,4217634032
ERR2017744,WGS,PRJEB21528,SAMEA104142096,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077326,SAMEA104142096,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:05Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026651-33,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142096,ZSL370,Illumina,ERP023788,ZSL370,"fastq,sra","ena,s3","s3.us-east-1,ena",197,4125227445,2933751887
ERR2017745,WGS,PRJEB21528,SAMEA104142095,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077327,SAMEA104142095,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:05Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026652-35,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142095,ZSL374,Illumina,ERP023788,ZSL374,"fastq,sra","s3,ena","ena,s3.us-east-1",198,4269434669,2990226552
ERR2017746,WGS,PRJEB21528,SAMEA104142094,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077328,SAMEA104142094,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:05Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026653-40,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142094,ZSL375,Illumina,ERP023788,ZSL375,"sra,fastq","s3,ena","ena,s3.us-east-1",195,3980886839,3084540568
ERR2017747,WGS,PRJEB21528,SAMEA104142093,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077329,SAMEA104142093,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:05Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026654-42,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142093,ZSL376,Illumina,ERP023788,ZSL376,"sra,fastq","s3,ena","ena,s3.us-east-1",196,4543059620,3452375412
ERR2017748,WGS,PRJEB21528,SAMEA104142092,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077330,SAMEA104142092,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:05Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026655-44,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142092,ZSL377,Illumina,ERP023788,ZSL377,"fastq,sra","s3,ena","ena,s3.us-east-1",195,4539801053,3479136154
ERR2017749,WGS,PRJEB21528,SAMEA104142091,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077331,SAMEA104142091,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:05Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026656-50,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142091,ZSL378,Illumina,ERP023788,ZSL378,"fastq,sra","ena,s3","s3.us-east-1,ena",194,6556038719,5118628725
ERR2017750,WGS,PRJEB21528,SAMEA104142090,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077332,SAMEA104142090,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:05Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026657-51,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142090,ZSL379,Illumina,ERP023788,ZSL379,"fastq,sra","ena,s3","ena,s3.us-east-1",194,6740382630,5294121028
ERR2017751,WGS,PRJEB21528,SAMEA104142411,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077333,SAMEA104142411,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001200-102,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142411,ZSL399,Illumina,ERP023788,ZSL399,"fastq,sra","s3,ena","ena,s3.us-east-1",196,4984027116,3757365036
ERR2017752,WGS,PRJEB21528,SAMEA104142417,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077334,SAMEA104142417,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001206-13,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142417,ZSL401,Illumina,ERP023788,ZSL401,"sra,fastq","ena,s3","ena,s3.us-east-1",197,5335728960,3999830425
ERR2017753,WGS,PRJEB21528,SAMEA104142410,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077335,SAMEA104142410,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001199-95,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142410,ZSL402,Illumina,ERP023788,ZSL402,"sra,fastq","ena,s3","ena,s3.us-east-1",197,5575553774,4140230321
ERR2017754,WGS,PRJEB21528,SAMEA104142412,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077336,SAMEA104142412,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001201-104,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142412,ZSL403,Illumina,ERP023788,ZSL403,"fastq,sra","ena,s3","ena,s3.us-east-1",196,5456700290,4146976128
ERR2017755,WGS,PRJEB21528,SAMEA104142413,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077337,SAMEA104142413,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001202-105,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142413,ZSL404,Illumina,ERP023788,ZSL404,"fastq,sra","ena,s3","ena,s3.us-east-1",197,6457267960,4849826986
ERR2017756,WGS,PRJEB21528,SAMEA104142414,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077338,SAMEA104142414,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001203-106,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142414,ZSL405,Illumina,ERP023788,ZSL405,"fastq,sra","ena,s3","s3.us-east-1,ena",196,5435499590,4120107735
ERR2017757,WGS,PRJEB21528,SAMEA104142415,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077339,SAMEA104142415,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001204-107,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142415,ZSL408,Illumina,ERP023788,ZSL408,"sra,fastq","s3,ena","ena,s3.us-east-1",197,6783642092,5023858231
ERR2017758,WGS,PRJEB21528,SAMEA104142416,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077340,SAMEA104142416,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001205-109,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142416,ZSL409,Illumina,ERP023788,ZSL409,fastq,ena,ena,,,
ERR2017759,WGS,PRJEB21528,SAMEA104142418,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077341,SAMEA104142418,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001207-14,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142418,ZSL415,Illumina,ERP023788,ZSL415,"sra,fastq","s3,ena","s3.us-east-1,ena",197,4954617898,3737997055
ERR2017760,WGS,PRJEB21528,SAMEA104142419,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077342,SAMEA104142419,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001208-15,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142419,ZSL416,Illumina,ERP023788,ZSL416,"fastq,sra","ena,s3","s3.us-east-1,ena",195,6125007280,4685050251
ERR2017761,WGS,PRJEB21528,SAMEA104142420,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077343,SAMEA104142420,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001209-16,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142420,ZSL417,Illumina,ERP023788,ZSL417,"fastq,sra","ena,s3","ena,s3.us-east-1",196,5121545128,3878879172
ERR2017762,WGS,PRJEB21528,SAMEA104142421,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077344,SAMEA104142421,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001210-17,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142421,ZSL422,Illumina,ERP023788,ZSL422,"sra,fastq","s3,ena","s3.us-east-1,ena",196,6566322556,4984286138
