cazy_family	phylum	meanCopyNumber	prevalence
GT101	Spirochaetes	0	0
GT101	Lentisphaerae	0.07692307692307693	0.07692307692307693
GT101	Euryarchaeota	0.00202020202020202	0.00202020202020202
GT101	Fusobacteria	0.09090909090909091	0.09090909090909091
GT101	Synergistetes	0	0
GT101	Tenericutes	0	0
GT101	Fibrobacteres	0	0
GT101	Elusimicrobia	0	0
GT101	Verrucomicrobia	0.17527932960893855	0.17527932960893855
GT101	Bacteroidetes	0.07089002899843855	0.07008699531563685
GT101	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GT101	Bacteria phylum [Proteobacteria/Firmicutes]	0.9240506329113924	0.9240506329113924
GT101	Bacteria phylum incertae sedis	0.010285714285714285	0.010285714285714285
GT101		0.03308714918759232	0.032200886262924666
GT102	Proteobacteria	0.003225175918686474	0.0029319781078967944
GT102	Firmicutes	4.689293857025047e-4	4.6892938570250475e-4
GT102	Candidatus Melainabacteria	0	0
GT102	Chloroflexi	0	0
GT102	Actinobacteria	0	0
GT102	Spirochaetes	0	0
GT102	Lentisphaerae	0	0
GT102	Euryarchaeota	0	0
GT102	Fusobacteria	0	0
GT102	Synergistetes	0	0
GT102	Tenericutes	0	0
GT102	Fibrobacteres	0	0
GT102	Elusimicrobia	0	0
GT102	Verrucomicrobia	0	0
GT102	Bacteroidetes	0	0
GT102	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GT102	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GT102	Bacteria phylum incertae sedis	0	0
GT102		2.954209748892171e-4	2.954209748892171e-4
GT103	Proteobacteria	0.0017591868647380765	0.0017591868647380765
GT103	Firmicutes	4.850993645198325e-4	4.8509936451983246e-4
GT103	Candidatus Melainabacteria	0	0
GT103	Chloroflexi	0	0
GT103	Actinobacteria	0	0
GT103	Spirochaetes	0	0
GT103	Lentisphaerae	0	0
GT103	Euryarchaeota	0	0
GT103	Fusobacteria	0	0
GT103	Synergistetes	0	0
GT103	Tenericutes	0	0
GT103	Fibrobacteres	0	0
GT103	Elusimicrobia	0	0
GT103	Verrucomicrobia	0	0
GT103	Bacteroidetes	0	0
GT103	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GT103	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GT103	Bacteria phylum incertae sedis	0	0
GT103		5.908419497784342e-4	2.954209748892171e-4
GT104	Proteobacteria	0.24589523064894447	0.24374511336982016
GT104	Firmicutes	1.6169978817327745e-5	1.6169978817327748e-5
GT104	Candidatus Melainabacteria	0	0
GT104	Chloroflexi	0	0
GT104	Actinobacteria	0	0
GT104	Spirochaetes	0.5714285714285714	0.5654761904761905
GT104	Lentisphaerae	0	0
GT104	Euryarchaeota	0	0
GT104	Fusobacteria	0.8863636363636364	0.8772727272727273
GT104	Synergistetes	0	0
GT104	Tenericutes	0	0
GT104	Fibrobacteres	0	0
GT104	Elusimicrobia	0	0
GT104	Verrucomicrobia	0	0
GT104	Bacteroidetes	0	0
GT104	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GT104	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GT104	Bacteria phylum incertae sedis	0	0
GT104		0.02776957163958641	0.027178729689807977
GT107	Proteobacteria	0.21090695856137606	0.19390148553557468
GT107	Firmicutes	1.4552980935594973e-4	1.1318985172129424e-4
GT107	Candidatus Melainabacteria	0	0
GT107	Chloroflexi	0	0
GT107	Actinobacteria	0	0
GT107	Spirochaetes	0.023809523809523808	0.023809523809523808
GT107	Lentisphaerae	0	0
GT107	Euryarchaeota	0	0
GT107	Fusobacteria	0	0
GT107	Synergistetes	0	0
GT107	Tenericutes	0	0
GT107	Fibrobacteres	0	0
GT107	Elusimicrobia	0	0
GT107	Verrucomicrobia	6.983240223463687e-4	6.983240223463687e-4
GT107	Bacteroidetes	1.3383894713361587e-4	1.338389471336159e-4
GT107	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GT107	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GT107	Bacteria phylum incertae sedis	0.001142857142857143	0.001142857142857143
GT107		0.009453471196454948	0.009158050221565732
GT108	Proteobacteria	6.841282251759187e-4	6.841282251759187e-4
GT108	Firmicutes	0.00473780379347703	0.004592273984121081
GT108	Candidatus Melainabacteria	0	0
GT108	Chloroflexi	0	0
GT108	Actinobacteria	0	0
GT108	Spirochaetes	0	0
GT108	Lentisphaerae	0	0
GT108	Euryarchaeota	0	0
GT108	Fusobacteria	0	0
GT108	Synergistetes	0	0
GT108	Tenericutes	0	0
GT108	Fibrobacteres	0	0
GT108	Elusimicrobia	0	0
GT108	Verrucomicrobia	0	0
GT108	Bacteroidetes	0	0
GT108	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GT108	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GT108	Bacteria phylum incertae sedis	0.008	0.008
GT108		0.0014771048744460858	0.0014771048744460858
GT11	Proteobacteria	0.033326817826426894	0.028440187646598905
GT11	Firmicutes	0.11317368174247693	0.08083372410782141
GT11	Candidatus Melainabacteria	0	0
GT11	Chloroflexi	0.006430868167202572	0.006430868167202572
GT11	Actinobacteria	1.8221574344023323e-4	1.8221574344023323e-4
GT11	Spirochaetes	0.3333333333333333	0.24404761904761904
GT11	Lentisphaerae	0	0
GT11	Euryarchaeota	0.00808080808080808	0.00808080808080808
GT11	Fusobacteria	0.045454545454545456	0.045454545454545456
GT11	Synergistetes	0	0
GT11	Tenericutes	0	0
GT11	Fibrobacteres	0	0
GT11	Elusimicrobia	0	0
GT11	Verrucomicrobia	1.606145251396648	0.9511173184357542
GT11	Bacteroidetes	0.4725407093464198	0.324380994869507
GT11	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GT11	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GT11	Bacteria phylum incertae sedis	0.12457142857142857	0.104
GT11		0.15480059084194978	0.11225997045790251
GT111	Proteobacteria	0.16125879593432368	0.14581704456606723
GT111	Firmicutes	0.326310172533674	0.25770095241175234
GT111	Candidatus Melainabacteria	0.2857142857142857	0.2857142857142857
GT111	Chloroflexi	0	0
GT111	Actinobacteria	0.244533527696793	0.15706997084548105
GT111	Spirochaetes	0.35714285714285715	0.23214285714285715
GT111	Lentisphaerae	0.1794871794871795	0.10256410256410256
GT111	Euryarchaeota	0.022222222222222223	0.014141414141414142
GT111	Fusobacteria	0.19090909090909092	0.15454545454545454
GT111	Synergistetes	0.25	0.25
GT111	Tenericutes	0.01639344262295082	0.01639344262295082
GT111	Fibrobacteres	0	0
GT111	Elusimicrobia	0.013157894736842105	0.013157894736842105
GT111	Verrucomicrobia	0.0111731843575419	0.0111731843575419
GT111	Bacteroidetes	0.2905643542270801	0.24314075395940218
GT111	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GT111	Bacteria phylum [Proteobacteria/Firmicutes]	0.34810126582278483	0.3037974683544304
GT111	Bacteria phylum incertae sedis	0.104	0.08457142857142858
GT111		0.24519940915805022	0.20265878877400295
GT12	Proteobacteria	0	0
GT12	Firmicutes	0.010461976294811054	0.010461976294811054
GT12	Candidatus Melainabacteria	0	0
GT12	Chloroflexi	0	0
GT12	Actinobacteria	0	0
GT12	Spirochaetes	0	0
GT12	Lentisphaerae	0	0
GT12	Euryarchaeota	0.00202020202020202	0.00202020202020202
GT12	Fusobacteria	0	0
GT12	Synergistetes	0	0
GT12	Tenericutes	0	0
GT12	Fibrobacteres	0	0
GT12	Elusimicrobia	0	0
GT12	Verrucomicrobia	0	0
GT12	Bacteroidetes	0	0
GT12	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GT12	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GT12	Bacteria phylum incertae sedis	0.002285714285714286	0.002285714285714286
GT12		0.007385524372230428	0.007385524372230428
GT13	Proteobacteria	9.77326035965598e-5	9.773260359655981e-5
GT13	Firmicutes	2.7488963989457174e-4	2.7488963989457174e-4
GT13	Candidatus Melainabacteria	0	0
GT13	Chloroflexi	0	0
GT13	Actinobacteria	0	0
GT13	Spirochaetes	0	0
GT13	Lentisphaerae	0	0
GT13	Euryarchaeota	0	0
GT13	Fusobacteria	0	0
GT13	Synergistetes	0	0
GT13	Tenericutes	0	0
GT13	Fibrobacteres	0	0
GT13	Elusimicrobia	0	0
GT13	Verrucomicrobia	0.0013966480446927375	0.0013966480446927375
GT13	Bacteroidetes	0.0017399063127370065	0.0017399063127370065
GT13	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GT13	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GT13	Bacteria phylum incertae sedis	0.002285714285714286	0.002285714285714286
GT13		0.00029542097488921716	2.954209748892171e-4
GT14	Proteobacteria	0.012802971071149336	0.012021110242376856
GT14	Firmicutes	0.06747732160470869	0.06461523535404169
GT14	Candidatus Melainabacteria	0	0
GT14	Chloroflexi	0.04501607717041801	0.04501607717041801
GT14	Actinobacteria	0.03717201166180758	0.03644314868804665
GT14	Spirochaetes	0.25	0.25
GT14	Lentisphaerae	0	0
GT14	Euryarchaeota	0.01818181818181818	0.01818181818181818
GT14	Fusobacteria	0.01818181818181818	0.01818181818181818
GT14	Synergistetes	0	0
GT14	Tenericutes	0.00546448087431694	0.00546448087431694
GT14	Fibrobacteres	0	0
GT14	Elusimicrobia	0	0
GT14	Verrucomicrobia	0.002793296089385475	0.002793296089385475
GT14	Bacteroidetes	0.41503457506134284	0.31907204996654026
GT14	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GT14	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GT14	Bacteria phylum incertae sedis	0.5554285714285714	0.40914285714285714
GT14		0.1329394387001477	0.10930576070901034
GT15	Proteobacteria	0	0
GT15	Firmicutes	0	0
GT15	Candidatus Melainabacteria	0	0
GT15	Chloroflexi	0	0
GT15	Actinobacteria	0	0
GT15	Spirochaetes	0	0
GT15	Lentisphaerae	0	0
GT15	Euryarchaeota	0	0
GT15	Fusobacteria	0	0
GT15	Synergistetes	0	0
GT15	Tenericutes	0	0
GT15	Fibrobacteres	0	0
GT15	Elusimicrobia	0	0
GT15	Verrucomicrobia	0	0
GT15	Bacteroidetes	0	0
GT15	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GT15	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GT15	Bacteria phylum incertae sedis	0.004571428571428572	0.004571428571428572
GT15		0	0
GT17	Proteobacteria	0.013487099296325253	0.013291634089132134
GT17	Firmicutes	0.013469592354834015	0.013404912439564704
GT17	Candidatus Melainabacteria	0.35714285714285715	0.35714285714285715
GT17	Chloroflexi	0	0
GT17	Actinobacteria	0	0
GT17	Spirochaetes	0.05952380952380952	0.05952380952380952
GT17	Lentisphaerae	0	0
GT17	Euryarchaeota	0	0
GT17	Fusobacteria	0	0
GT17	Synergistetes	0	0
GT17	Tenericutes	0.00546448087431694	0.00546448087431694
GT17	Fibrobacteres	0	0
GT17	Elusimicrobia	0	0
GT17	Verrucomicrobia	0	0
GT17	Bacteroidetes	0.0041936203435199645	0.0041936203435199645
GT17	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GT17	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GT17	Bacteria phylum incertae sedis	0.009142857142857144	0.008
GT17		0.005317577548005908	0.005317577548005908
GT19	Proteobacteria	0.9116497263487099	0.9066653635652854
GT19	Firmicutes	0.07410701291981307	0.07384829325873583
GT19	Candidatus Melainabacteria	1	1
GT19	Chloroflexi	0.7990353697749196	0.7990353697749196
GT19	Actinobacteria	0	0
GT19	Spirochaetes	0.2976190476190476	0.2976190476190476
GT19	Lentisphaerae	0.9743589743589743	0.9743589743589743
GT19	Euryarchaeota	0	0
GT19	Fusobacteria	0.9454545454545454	0.9363636363636364
GT19	Synergistetes	1	1
GT19	Tenericutes	0	0
GT19	Fibrobacteres	1	1
GT19	Elusimicrobia	0.9868421052631579	0.9868421052631579
GT19	Verrucomicrobia	0.9462290502793296	0.9427374301675978
GT19	Bacteroidetes	0.9770243140753959	0.9709123354896275
GT19	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GT19	Bacteria phylum [Proteobacteria/Firmicutes]	0.9810126582278481	0.9683544303797469
GT19	Bacteria phylum incertae sedis	0.1337142857142857	0.1337142857142857
GT19		0.2821270310192024	0.28094534711964547
GT2	Proteobacteria	7.46677091477717	0.9982408131352619
GT2	Firmicutes	10.599081545203175	0.991316721375095
GT2	Candidatus Melainabacteria	12.857142857142858	1
GT2	Chloroflexi	11.130225080385852	1
GT2	Actinobacteria	9.043549562682216	0.9998177842565598
GT2	Spirochaetes	8.077380952380953	0.9523809523809523
GT2	Lentisphaerae	20.076923076923077	1
GT2	Euryarchaeota	18.496969696969696	0.997979797979798
GT2	Fusobacteria	6.540909090909091	0.9954545454545455
GT2	Synergistetes	5.392857142857143	1
GT2	Tenericutes	4.1256830601092895	0.9836065573770492
GT2	Fibrobacteres	18	1
GT2	Elusimicrobia	7.526315789473684	1
GT2	Verrucomicrobia	15.879189944134078	1
GT2	Bacteroidetes	19.820031229087665	1
GT2	Bacteria phylum [Firmicutes/Actinobacteria]	13.444444444444445	1
GT2	Bacteria phylum [Proteobacteria/Firmicutes]	10.99367088607595	1
GT2	Bacteria phylum incertae sedis	12.654857142857143	1
GT2		11.391432791728212	0.9955686853766618
GT20	Proteobacteria	0.46921422986708367	0.4610046911649726
GT20	Firmicutes	7.438190255970765e-4	6.953090891450932e-4
GT20	Candidatus Melainabacteria	0	0
GT20	Chloroflexi	0	0
GT20	Actinobacteria	0.038629737609329445	0.03826530612244898
GT20	Spirochaetes	0	0
GT20	Lentisphaerae	0	0
GT20	Euryarchaeota	0.022222222222222223	0.022222222222222223
GT20	Fusobacteria	0	0
GT20	Synergistetes	0.03571428571428571	0.03571428571428571
GT20	Tenericutes	0	0
GT20	Fibrobacteres	0	0
GT20	Elusimicrobia	0	0
GT20	Verrucomicrobia	0	0
GT20	Bacteroidetes	0.3577068927057774	0.34204773589114434
GT20	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GT20	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GT20	Bacteria phylum incertae sedis	0	0
GT20		0.07385524372230429	0.07001477104874446
GT21	Proteobacteria	0.0011727912431587176	0.0011727912431587178
GT21	Firmicutes	0	0
GT21	Candidatus Melainabacteria	0	0
GT21	Chloroflexi	0	0
GT21	Actinobacteria	0	0
GT21	Spirochaetes	0	0
GT21	Lentisphaerae	0	0
GT21	Euryarchaeota	0	0
GT21	Fusobacteria	0	0
GT21	Synergistetes	0	0
GT21	Tenericutes	0	0
GT21	Fibrobacteres	0	0
GT21	Elusimicrobia	0	0
GT21	Verrucomicrobia	0	0
GT21	Bacteroidetes	0	0
GT21	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GT21	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GT21	Bacteria phylum incertae sedis	0	0
GT21		0	0
GT22	Proteobacteria	9.77326035965598e-4	9.77326035965598e-4
GT22	Firmicutes	0.001099558559578287	0.001099558559578287
GT22	Candidatus Melainabacteria	0	0
GT22	Chloroflexi	0	0
GT22	Actinobacteria	0	0
GT22	Spirochaetes	0	0
GT22	Lentisphaerae	0	0
GT22	Euryarchaeota	0	0
GT22	Fusobacteria	0	0
GT22	Synergistetes	0	0
GT22	Tenericutes	0	0
GT22	Fibrobacteres	0	0
GT22	Elusimicrobia	0	0
GT22	Verrucomicrobia	0	0
GT22	Bacteroidetes	0.00887798349319652	0.008744144546062904
GT22	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GT22	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GT22	Bacteria phylum incertae sedis	0.009142857142857144	0.009142857142857144
GT22		0.0011816838995568684	0.0011816838995568684
GT23	Proteobacteria	0.002052384675527756	0.0014659890539483972
GT23	Firmicutes	0.023575829115663857	0.02318774962404799
GT23	Candidatus Melainabacteria	0	0
GT23	Chloroflexi	0	0
GT23	Actinobacteria	0	0
GT23	Spirochaetes	0	0
GT23	Lentisphaerae	0	0
GT23	Euryarchaeota	0.00202020202020202	0.00202020202020202
GT23	Fusobacteria	0	0
GT23	Synergistetes	0	0
GT23	Tenericutes	0	0
GT23	Fibrobacteres	0	0
GT23	Elusimicrobia	0	0
GT23	Verrucomicrobia	0	0
GT23	Bacteroidetes	0.2903859022975686	0.21124247155922374
GT23	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GT23	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GT23	Bacteria phylum incertae sedis	0	0
GT23		0.06646971935007386	0.053175775480059084
GT25	Proteobacteria	0.29612978889757624	0.232017200938233
GT25	Firmicutes	0.007066280743172226	0.006791391103277655
GT25	Candidatus Melainabacteria	0	0
GT25	Chloroflexi	0.017684887459807074	0.017684887459807074
GT25	Actinobacteria	0.006013119533527697	0.003826530612244898
GT25	Spirochaetes	0	0
GT25	Lentisphaerae	0	0
GT25	Euryarchaeota	0.006060606060606061	0.00404040404040404
GT25	Fusobacteria	0.004545454545454545	0.004545454545454545
GT25	Synergistetes	0	0
GT25	Tenericutes	0	0
GT25	Fibrobacteres	0	0
GT25	Elusimicrobia	0	0
GT25	Verrucomicrobia	0.1026536312849162	0.0712290502793296
GT25	Bacteroidetes	0.05103725184028552	0.04372072273031452
GT25	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GT25	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GT25	Bacteria phylum incertae sedis	0.018285714285714287	0.016
GT25		0.024815361890694238	0.020088626292466764
GT26	Proteobacteria	0.5133893666927287	0.5014659890539483
GT26	Firmicutes	0.3183383729767314	0.30968743430946105
GT26	Candidatus Melainabacteria	1.1428571428571428	1
GT26	Chloroflexi	0.024115755627009645	0.024115755627009645
GT26	Actinobacteria	0.07871720116618076	0.07379737609329447
GT26	Spirochaetes	0.7678571428571429	0.6488095238095238
GT26	Lentisphaerae	0.9230769230769231	0.6410256410256411
GT26	Euryarchaeota	0.012121212121212121	0.010101010101010102
GT26	Fusobacteria	0.031818181818181815	0.031818181818181815
GT26	Synergistetes	1	1
GT26	Tenericutes	0.6502732240437158	0.644808743169399
GT26	Fibrobacteres	0	0
GT26	Elusimicrobia	0	0
GT26	Verrucomicrobia	1.1557262569832403	0.922486033519553
GT26	Bacteroidetes	0.6669640865491858	0.44974347535132725
GT26	Bacteria phylum [Firmicutes/Actinobacteria]	0.1111111111111111	0.1111111111111111
GT26	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GT26	Bacteria phylum incertae sedis	0.13942857142857143	0.10514285714285715
GT26		0.34889217134416545	0.3081240768094535
GT27	Proteobacteria	1.9546520719311962e-4	1.9546520719311962e-4
GT27	Firmicutes	1.4552980935594975e-4	1.4552980935594975e-4
GT27	Candidatus Melainabacteria	0	0
GT27	Chloroflexi	0	0
GT27	Actinobacteria	0	0
GT27	Spirochaetes	0	0
GT27	Lentisphaerae	0	0
GT27	Euryarchaeota	0	0
GT27	Fusobacteria	0	0
GT27	Synergistetes	0	0
GT27	Tenericutes	0	0
GT27	Fibrobacteres	0	0
GT27	Elusimicrobia	0	0
GT27	Verrucomicrobia	0	0
GT27	Bacteroidetes	0.01913896944010707	0.018782065581084095
GT27	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GT27	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GT27	Bacteria phylum incertae sedis	0	0
GT27		0.0035450516986706058	0.0035450516986706058
GT28	Proteobacteria	1.0279515246286162	0.9843627834245504
GT28	Firmicutes	1.3846999660430446	0.9726242258622642
GT28	Candidatus Melainabacteria	1	1
GT28	Chloroflexi	1	0.9983922829581994
GT28	Actinobacteria	1.328899416909621	0.9821428571428571
GT28	Spirochaetes	1.2023809523809523	0.9345238095238095
GT28	Lentisphaerae	0.9743589743589743	0.9743589743589743
GT28	Euryarchaeota	0.00202020202020202	0.00202020202020202
GT28	Fusobacteria	0.9863636363636363	0.9545454545454546
GT28	Synergistetes	1.5	0.9642857142857143
GT28	Tenericutes	1.4972677595628416	0.9289617486338798
GT28	Fibrobacteres	0	0
GT28	Elusimicrobia	0.9210526315789473	0.9210526315789473
GT28	Verrucomicrobia	1.2402234636871508	0.9888268156424581
GT28	Bacteroidetes	0.9945126031675218	0.9740798572384564
GT28	Bacteria phylum [Firmicutes/Actinobacteria]	1.3333333333333333	1
GT28	Bacteria phylum [Proteobacteria/Firmicutes]	0.9810126582278481	0.9810126582278481
GT28	Bacteria phylum incertae sedis	1.0011428571428571	0.984
GT28		1.2070901033973411	0.9583456425406204
GT29	Proteobacteria	0.026778733385457387	0.026778733385457387
GT29	Firmicutes	9.701987290396649e-5	9.701987290396649e-5
GT29	Candidatus Melainabacteria	0.07142857142857142	0.07142857142857142
GT29	Chloroflexi	0	0
GT29	Actinobacteria	0	0
GT29	Spirochaetes	0	0
GT29	Lentisphaerae	0	0
GT29	Euryarchaeota	0.00202020202020202	0.00202020202020202
GT29	Fusobacteria	0	0
GT29	Synergistetes	0	0
GT29	Tenericutes	0	0
GT29	Fibrobacteres	0	0
GT29	Elusimicrobia	0	0
GT29	Verrucomicrobia	0	0
GT29	Bacteroidetes	4.4612982377871954e-5	4.461298237787196e-5
GT29	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GT29	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GT29	Bacteria phylum incertae sedis	0.001142857142857143	0.001142857142857143
GT29		0.002658788774002954	0.002658788774002954
GT3	Proteobacteria	0.04407740422204848	0.043881939014855355
GT3	Firmicutes	0.0013259382630208753	0.0013259382630208755
GT3	Candidatus Melainabacteria	0	0
GT3	Chloroflexi	0.7813504823151125	0.7813504823151125
GT3	Actinobacteria	0	0
GT3	Spirochaetes	0	0
GT3	Lentisphaerae	0	0
GT3	Euryarchaeota	0	0
GT3	Fusobacteria	0	0
GT3	Synergistetes	0.35714285714285715	0.35714285714285715
GT3	Tenericutes	0	0
GT3	Fibrobacteres	0	0
GT3	Elusimicrobia	0	0
GT3	Verrucomicrobia	0	0
GT3	Bacteroidetes	0.9438322551862592	0.9371849208119563
GT3	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GT3	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GT3	Bacteria phylum incertae sedis	0.04914285714285714	0.04914285714285714
GT3		0.17961595273264402	0.17813884785819792
GT30	Proteobacteria	0.9017787333854574	0.9009968725566849
GT30	Firmicutes	0.0726032048898016	0.07242533512281099
GT30	Candidatus Melainabacteria	1	1
GT30	Chloroflexi	0	0
GT30	Actinobacteria	0	0
GT30	Spirochaetes	0.2916666666666667	0.2916666666666667
GT30	Lentisphaerae	0.9743589743589743	0.9743589743589743
GT30	Euryarchaeota	0	0
GT30	Fusobacteria	0.9363636363636364	0.9363636363636364
GT30	Synergistetes	0.9285714285714286	0.9285714285714286
GT30	Tenericutes	0	0
GT30	Fibrobacteres	1	1
GT30	Elusimicrobia	0.9736842105263158	0.9736842105263158
GT30	Verrucomicrobia	0.9853351955307262	0.9846368715083799
GT30	Bacteroidetes	0.9144322997992416	0.9100156145438323
GT30	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GT30	Bacteria phylum [Proteobacteria/Firmicutes]	0.9810126582278481	0.9810126582278481
GT30	Bacteria phylum incertae sedis	0.13028571428571428	0.13028571428571428
GT30		0.26469719350073856	0.26233382570162483
GT31	Proteobacteria	0.001075058639562158	8.795934323690383e-4
GT31	Firmicutes	1.6169978817327745e-5	1.6169978817327748e-5
GT31	Candidatus Melainabacteria	0	0
GT31	Chloroflexi	0	0
GT31	Actinobacteria	0	0
GT31	Spirochaetes	0	0
GT31	Lentisphaerae	0	0
GT31	Euryarchaeota	0	0
GT31	Fusobacteria	0	0
GT31	Synergistetes	0	0
GT31	Tenericutes	0	0
GT31	Fibrobacteres	0	0
GT31	Elusimicrobia	0	0
GT31	Verrucomicrobia	0.8268156424581006	0.7751396648044693
GT31	Bacteroidetes	0	0
GT31	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GT31	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GT31	Bacteria phylum incertae sedis	0	0
GT31		0.013293943870014771	0.013293943870014771
GT32	Proteobacteria	0.11708365910867866	0.10340109460516028
GT32	Firmicutes	0.23666380997040895	0.18692495512830878
GT32	Candidatus Melainabacteria	0	0
GT32	Chloroflexi	0.3665594855305466	0.3617363344051447
GT32	Actinobacteria	0.10058309037900874	0.09529883381924198
GT32	Spirochaetes	0.21428571428571427	0.17261904761904762
GT32	Lentisphaerae	0	0
GT32	Euryarchaeota	0.04040404040404041	0.028282828282828285
GT32	Fusobacteria	0.7454545454545455	0.6727272727272727
GT32	Synergistetes	0.32142857142857145	0.32142857142857145
GT32	Tenericutes	0.23497267759562843	0.23497267759562843
GT32	Fibrobacteres	1	1
GT32	Elusimicrobia	0	0
GT32	Verrucomicrobia	1.056564245810056	0.7094972067039106
GT32	Bacteroidetes	0.7481597144769128	0.4229310729422262
GT32	Bacteria phylum [Firmicutes/Actinobacteria]	1.1111111111111112	0.5555555555555556
GT32	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GT32	Bacteria phylum incertae sedis	0.31542857142857145	0.25942857142857145
GT32		0.32673559822747417	0.2416543574593796
GT35	Proteobacteria	1.202013291634089	0.6956606724003127
GT35	Firmicutes	1.4790032825057	0.887068867939783
GT35	Candidatus Melainabacteria	0.7142857142857143	0.7142857142857143
GT35	Chloroflexi	1	0.9919614147909968
GT35	Actinobacteria	1.1619897959183674	0.864067055393586
GT35	Spirochaetes	0.9940476190476191	0.9880952380952381
GT35	Lentisphaerae	0.9743589743589743	0.9743589743589743
GT35	Euryarchaeota	0	0
GT35	Fusobacteria	1.0272727272727273	0.9727272727272728
GT35	Synergistetes	0.9285714285714286	0.9285714285714286
GT35	Tenericutes	0.09289617486338798	0.09289617486338798
GT35	Fibrobacteres	1	1
GT35	Elusimicrobia	0.9868421052631579	0.9868421052631579
GT35	Verrucomicrobia	0.9832402234636871	0.979050279329609
GT35	Bacteroidetes	1.081909435645773	0.9596252509480259
GT35	Bacteria phylum [Firmicutes/Actinobacteria]	1.6666666666666667	1
GT35	Bacteria phylum [Proteobacteria/Firmicutes]	0.9430379746835443	0.9367088607594937
GT35	Bacteria phylum incertae sedis	0.936	0.8685714285714285
GT35		1.2732644017725259	0.851698670605613
GT38	Proteobacteria	0.0209147771696638	0.0209147771696638
GT38	Firmicutes	3.2339957634655497e-5	3.2339957634655497e-5
GT38	Candidatus Melainabacteria	0	0
GT38	Chloroflexi	0	0
GT38	Actinobacteria	0	0
GT38	Spirochaetes	0	0
GT38	Lentisphaerae	0	0
GT38	Euryarchaeota	0	0
GT38	Fusobacteria	0	0
GT38	Synergistetes	0	0
GT38	Tenericutes	0	0
GT38	Fibrobacteres	0	0
GT38	Elusimicrobia	0	0
GT38	Verrucomicrobia	0	0
GT38	Bacteroidetes	0	0
GT38	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GT38	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GT38	Bacteria phylum incertae sedis	0	0
GT38		0.0014771048744460858	0.0014771048744460858
GT39	Proteobacteria	0.019644253322908523	0.019644253322908523
GT39	Firmicutes	0.15303267952718982	0.1510922820691105
GT39	Candidatus Melainabacteria	0	0
GT39	Chloroflexi	0	0
GT39	Actinobacteria	0.04828717201166181	0.04828717201166181
GT39	Spirochaetes	0	0
GT39	Lentisphaerae	0	0
GT39	Euryarchaeota	0	0
GT39	Fusobacteria	0	0
GT39	Synergistetes	0	0
GT39	Tenericutes	0	0
GT39	Fibrobacteres	0	0
GT39	Elusimicrobia	0	0
GT39	Verrucomicrobia	0	0
GT39	Bacteroidetes	4.461298237787196e-5	4.461298237787196e-5
