Run,Assay Type,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,Experiment,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Sample_Name,SRA Study,Submitter_Id,AvgSpotLen,Bases,instrument_model (run)
ERR1137651,WGS,PRJEB11532,SAMEA3665132,419581538,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","gs,s3,ena","gs.US,s3.us-east-1,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216517,SAMEA3665132,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:15Z,public,NextSeq 500,FD898,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665132,PNP_Main_643,ERP012929,PNP_Main_643,158,1104119804,
ERR1137652,WGS,PRJEB11532,SAMEA3665133,205953609,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","ena,s3,gs","gs.US,s3.us-east-1,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216518,SAMEA3665133,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:09Z,public,NextSeq 500,FD899,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665133,PNP_Main_644,ERP012929,PNP_Main_644,158,542441524,
ERR1137653,WGS,PRJEB11532,SAMEA3665140,387530209,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","gs,ena,s3","ena,gs.US,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216519,SAMEA3665140,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:14Z,public,NextSeq 500,FD907,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665140,PNP_Main_651,ERP012929,PNP_Main_651,158,1008388840,
ERR1137654,WGS,PRJEB11532,SAMEA3665149,680623775,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,gs,ena","ena,s3.us-east-1,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216520,SAMEA3665149,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:13Z,public,NextSeq 500,FD916,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665149,PNP_Main_660,ERP012929,PNP_Main_660,158,1789044594,
ERR1137655,WGS,PRJEB11532,SAMEA3665170,971217931,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,ena,gs","gs.US,s3.us-east-1,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216521,SAMEA3665170,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:09Z,public,NextSeq 500,FD943,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665170,PNP_Main_681,ERP012929,PNP_Main_681,158,2597659187,
ERR1137656,WGS,PRJEB11532,SAMEA3665239,1445688061,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","ena,gs,s3","s3.us-east-1,gs.US,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216522,SAMEA3665239,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:11Z,public,NextSeq 500,FD1284,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665239,PNP_Main_750,ERP012929,PNP_Main_750,158,3891285060,
ERR1137657,WGS,PRJEB11532,SAMEA3665242,530376630,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","gs,ena,s3","ena,gs.US,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216523,SAMEA3665242,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:14Z,public,NextSeq 500,FD1294,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665242,PNP_Main_753,ERP012929,PNP_Main_753,158,1407071240,
ERR1137658,WGS,PRJEB11532,SAMEA3665246,1076740773,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","gs,s3,ena","ena,gs.US,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216524,SAMEA3665246,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:14Z,public,NextSeq 500,FD1301,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665246,PNP_Main_757,ERP012929,PNP_Main_757,158,2903000766,
ERR1137659,WGS,PRJEB11532,SAMEA3665247,1001285369,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","ena,gs,s3","ena,s3.us-east-1,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216525,SAMEA3665247,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:14Z,public,NextSeq 500,FD1304,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665247,PNP_Main_758,ERP012929,PNP_Main_758,158,2667234878,
ERR1137660,WGS,PRJEB11532,SAMEA3665256,719171292,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,gs,ena","s3.us-east-1,ena,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216526,SAMEA3665256,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:14Z,public,NextSeq 500,FD1325,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665256,PNP_Main_767,ERP012929,PNP_Main_767,158,1898709275,
ERR1137661,WGS,PRJEB11532,SAMEA3665257,788049481,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","s3,ena,gs","ena,s3.us-east-1,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216527,SAMEA3665257,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:15Z,public,NextSeq 500,FD1326,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665257,PNP_Main_768,ERP012929,PNP_Main_768,158,2106119427,
ERR1137662,WGS,PRJEB11532,SAMEA3665258,622812600,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","gs,s3,ena","gs.US,ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216528,SAMEA3665258,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:15Z,public,NextSeq 500,FD1327,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665258,PNP_Main_769,ERP012929,PNP_Main_769,158,1644842675,
ERR1137663,WGS,PRJEB11532,SAMEA3665265,765531003,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","ena,gs,s3","s3.us-east-1,gs.US,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216529,SAMEA3665265,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:14Z,public,NextSeq 500,FD1346,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665265,PNP_Main_776,ERP012929,PNP_Main_776,158,2040825026,
ERR1137664,WGS,PRJEB11532,SAMEA3665266,382938757,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","gs,s3,ena","s3.us-east-1,ena,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216530,SAMEA3665266,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:15Z,public,NextSeq 500,FD1350,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665266,PNP_Main_777,ERP012929,PNP_Main_777,158,1015962276,
ERR1137665,WGS,PRJEB11532,SAMEA3665267,917858391,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","ena,s3,gs","s3.us-east-1,gs.US,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216531,SAMEA3665267,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:15Z,public,NextSeq 500,FD1351,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665267,PNP_Main_778,ERP012929,PNP_Main_778,158,2428323712,
ERR1137666,WGS,PRJEB11532,SAMEA3664626,57311697,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","ena,s3,gs","gs.US,s3.us-east-1,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216532,SAMEA3664626,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:08Z,public,NextSeq 500,FD214,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664626,PNP_Main_137,ERP012929,PNP_Main_137,158,140296705,
ERR1137667,WGS,PRJEB11532,SAMEA3664653,16747073,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","s3,ena,gs","gs.US,ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216533,SAMEA3664653,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:11Z,public,NextSeq 500,FD246,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664653,PNP_Main_164,ERP012929,PNP_Main_164,158,40154338,
ERR1137668,WGS,PRJEB11532,SAMEA3665011,630552102,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,gs,ena","s3.us-east-1,ena,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216534,SAMEA3665011,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:09Z,public,NextSeq 500,FD631,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665011,PNP_Main_522,ERP012929,PNP_Main_522,158,1566480770,
ERR1137669,WGS,PRJEB11532,SAMEA3665179,313771322,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","s3,ena,gs","gs.US,s3.us-east-1,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216535,SAMEA3665179,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:13Z,public,NextSeq 500,FD1026,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665179,PNP_Main_690,ERP012929,PNP_Main_690,158,789846793,
ERR1137670,WGS,PRJEB11532,SAMEA3665238,1242678825,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","ena,gs,s3","ena,gs.US,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216536,SAMEA3665238,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:09Z,public,NextSeq 500,FD1281,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665238,PNP_Main_749,ERP012929,PNP_Main_749,158,3008791453,
ERR1137671,WGS,PRJEB11532,SAMEA3665240,938060985,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,gs,ena","gs.US,ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216537,SAMEA3665240,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:13Z,public,NextSeq 500,FD1285,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665240,PNP_Main_751,ERP012929,PNP_Main_751,158,2273822240,
ERR1137672,WGS,PRJEB11532,SAMEA3665241,431310342,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","s3,ena,gs","s3.us-east-1,ena,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216538,SAMEA3665241,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:13Z,public,NextSeq 500,FD1288,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665241,PNP_Main_752,ERP012929,PNP_Main_752,158,1044252040,
ERR1137673,WGS,PRJEB11532,SAMEA3665242,119920350,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","ena,gs,s3","gs.US,s3.us-east-1,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216539,SAMEA3665242,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:14Z,public,NextSeq 500,FD1294,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665242,PNP_Main_753,ERP012929,PNP_Main_753,158,292557549,
ERR1137674,WGS,PRJEB11532,SAMEA3665244,368207675,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","gs,ena,s3","gs.US,ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216540,SAMEA3665244,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:12Z,public,NextSeq 500,FD1298,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665244,PNP_Main_755,ERP012929,PNP_Main_755,158,904876255,
ERR1137675,WGS,PRJEB11532,SAMEA3665249,1282795059,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","gs,ena,s3","s3.us-east-1,ena,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216541,SAMEA3665249,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:09Z,public,NextSeq 500,FD1308,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665249,PNP_Main_760,ERP012929,PNP_Main_760,158,3221734912,
ERR1137676,WGS,PRJEB11532,SAMEA3665250,190163486,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","s3,ena,gs","gs.US,ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216542,SAMEA3665250,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:11Z,public,NextSeq 500,FD1311,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665250,PNP_Main_761,ERP012929,PNP_Main_761,158,471266473,
ERR1137677,WGS,PRJEB11532,SAMEA3665254,832528446,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","ena,gs,s3","ena,s3.us-east-1,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216543,SAMEA3665254,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:09Z,public,NextSeq 500,FD1320,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665254,PNP_Main_765,ERP012929,PNP_Main_765,158,2022831281,
ERR1137678,WGS,PRJEB11532,SAMEA3665259,1079924036,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","gs,s3,ena","s3.us-east-1,ena,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216544,SAMEA3665259,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:11Z,public,NextSeq 500,FD1328,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665259,PNP_Main_770,ERP012929,PNP_Main_770,158,2682981564,
ERR1137679,WGS,PRJEB11532,SAMEA3665260,1219828193,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,ena,gs","ena,s3.us-east-1,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216545,SAMEA3665260,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:16Z,public,NextSeq 500,FD1329,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665260,PNP_Main_771,ERP012929,PNP_Main_771,158,2974864448,
ERR1137680,WGS,PRJEB11532,SAMEA3665261,1173619023,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","s3,gs,ena","ena,s3.us-east-1,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216546,SAMEA3665261,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:12Z,public,NextSeq 500,FD1334,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665261,PNP_Main_772,ERP012929,PNP_Main_772,158,2924050075,
ERR1137681,WGS,PRJEB11532,SAMEA3665262,1158890521,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","ena,gs,s3","ena,s3.us-east-1,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216547,SAMEA3665262,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:12Z,public,NextSeq 500,FD1335,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665262,PNP_Main_773,ERP012929,PNP_Main_773,158,2883501722,
ERR1137682,WGS,PRJEB11532,SAMEA3665263,979020542,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","ena,gs,s3","gs.US,s3.us-east-1,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216548,SAMEA3665263,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:10Z,public,NextSeq 500,FD1337,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665263,PNP_Main_774,ERP012929,PNP_Main_774,158,2428501888,
ERR1137683,WGS,PRJEB11532,SAMEA3665264,641442227,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","ena,s3,gs","gs.US,ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216549,SAMEA3665264,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:10Z,public,NextSeq 500,FD1342,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665264,PNP_Main_775,ERP012929,PNP_Main_775,158,1612347949,
ERR1137684,WGS,PRJEB11532,SAMEA3665266,662135099,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","s3,gs,ena","gs.US,ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216550,SAMEA3665266,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:15Z,public,NextSeq 500,FD1350,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665266,PNP_Main_777,ERP012929,PNP_Main_777,158,1623930186,
ERR1137685,WGS,PRJEB11532,SAMEA3665025,318931464,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,ena","ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216551,SAMEA3665025,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:16Z,public,Illumina MiSeq,FD709,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665025,PNP_Main_536,ERP012929,PNP_Main_536,323,630358375,
ERR1137686,WGS,PRJEB11532,SAMEA3665268,349859967,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216552,SAMEA3665268,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:10Z,public,NextSeq 500,FD1353,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665268,PNP_Main_779,ERP012929,PNP_Main_779,77,858057726,
ERR1137687,WGS,PRJEB11532,SAMEA3665269,444875933,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","s3,ena","s3.us-east-1,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216553,SAMEA3665269,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:14Z,public,NextSeq 500,FD1362,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665269,PNP_Main_780,ERP012929,PNP_Main_780,77,1088630521,
ERR1137688,WGS,PRJEB11532,SAMEA3665270,575407266,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216554,SAMEA3665270,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:13Z,public,NextSeq 500,FD1369,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665270,PNP_Main_781,ERP012929,PNP_Main_781,77,1409487509,
ERR1137689,WGS,PRJEB11532,SAMEA3665271,514653830,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216555,SAMEA3665271,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:12Z,public,NextSeq 500,FD1370,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665271,PNP_Main_782,ERP012929,PNP_Main_782,77,1254808766,
ERR1137690,WGS,PRJEB11532,SAMEA3665272,431315079,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","s3,ena","s3.us-east-1,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216556,SAMEA3665272,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:12Z,public,NextSeq 500,FD1373,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665272,PNP_Main_783,ERP012929,PNP_Main_783,77,1055710569,
ERR1137691,WGS,PRJEB11532,SAMEA3665273,408281665,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216557,SAMEA3665273,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:09Z,public,NextSeq 500,FD1374,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665273,PNP_Main_784,ERP012929,PNP_Main_784,77,1004743409,
ERR1137692,WGS,PRJEB11532,SAMEA3665274,361492485,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216558,SAMEA3665274,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:13Z,public,NextSeq 500,FD1434,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665274,PNP_Main_785,ERP012929,PNP_Main_785,76,866110975,
ERR1137693,WGS,PRJEB11532,SAMEA3665275,408826143,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,ena","s3.us-east-1,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1216559,SAMEA3665275,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:16Z,public,NextSeq 500,FD1435,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3665275,PNP_Main_786,ERP012929,PNP_Main_786,76,984805569,
