Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,environment_(biome),environment_(feature),environment_(material),Environmental_package,Experiment,External_Id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,Sample Name,Sample_name,Sequencing_method,SRA Study,Submitter_Id
ERR912065,WGS,197,6158327205,PRJEB9576,SAMEA3449260,4618980323,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991195,SAMEA3449260,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000042-64,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449260,YSZC12003_37323,Illumina,ERP010700,YSZC12003_37323
ERR912066,WGS,194,9787588569,PRJEB9576,SAMEA3449261,7747205971,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991196,SAMEA3449261,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000044-74,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449261,YSZC12003_37332,Illumina,ERP010700,YSZC12003_37332
ERR912067,WGS,197,5795270823,PRJEB9576,SAMEA3449262,4320944737,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991197,SAMEA3449262,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000036-43,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449262,YSZC12003_37352,Illumina,ERP010700,YSZC12003_37352
ERR912068,WGS,196,7512459640,PRJEB9576,SAMEA3449263,5773893786,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991198,SAMEA3449263,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000034-41,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449263,YSZC12003_37400,Illumina,ERP010700,YSZC12003_37400
ERR912069,WGS,197,6196008357,PRJEB9576,SAMEA3449264,4620410896,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991199,SAMEA3449264,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000033-40,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449264,YSZC12003_37461,Illumina,ERP010700,YSZC12003_37461
ERR912070,WGS,196,6833609555,PRJEB9576,SAMEA3449265,5194739014,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991200,SAMEA3449265,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000038-50,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449265,YSZC12003_37462,Illumina,ERP010700,YSZC12003_37462
ERR912071,WGS,196,6933738100,PRJEB9576,SAMEA3449266,5211419957,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991201,SAMEA3449266,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000040-52,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449266,YSZC12003_37754,Illumina,ERP010700,YSZC12003_37754
ERR912072,WGS,195,7582840715,PRJEB9576,SAMEA3449267,5897003118,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991202,SAMEA3449267,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000039-51,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449267,YSZC12003_37830,Illumina,ERP010700,YSZC12003_37830
ERR912073,WGS,196,6718330374,PRJEB9576,SAMEA3449268,5142583411,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991203,SAMEA3449268,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000083-90,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449268,YSZC12003_35389R1,Illumina,ERP010700,YSZC12003_35389R1
ERR912074,WGS,196,7407184286,PRJEB9576,SAMEA3449269,5641197559,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991204,SAMEA3449269,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030712-50,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449269,YSZC12003_35391,Illumina,ERP010700,YSZC12003_35391
ERR912075,WGS,196,6548129475,PRJEB9576,SAMEA3449270,4871218277,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991205,SAMEA3449270,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030671-43,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449270,YSZC12003_35519,Illumina,ERP010700,YSZC12003_35519
ERR912076,WGS,195,7904712841,PRJEB9576,SAMEA3449271,6086912593,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991206,SAMEA3449271,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030672-44,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449271,YSZC12003_35520,Illumina,ERP010700,YSZC12003_35520
ERR912077,WGS,196,5982253611,PRJEB9576,SAMEA3449272,4564393831,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991207,SAMEA3449272,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030706-105,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449272,YSZC12003_35541,Illumina,ERP010700,YSZC12003_35541
ERR912078,WGS,195,6843238669,PRJEB9576,SAMEA3449273,5312475814,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991208,SAMEA3449273,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030634-21,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449273,YSZC12003_35552,Illumina,ERP010700,YSZC12003_35552
ERR912079,WGS,195,7148551908,PRJEB9576,SAMEA3449274,5448444076,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991209,SAMEA3449274,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030681-52,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449274,YSZC12003_35561,Illumina,ERP010700,YSZC12003_35561
ERR912080,WGS,195,6568571008,PRJEB9576,SAMEA3449275,5248765057,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991210,SAMEA3449275,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030700-97,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449275,YSZC12003_35562,Illumina,ERP010700,YSZC12003_35562
ERR912081,WGS,196,7195318457,PRJEB9576,SAMEA3449276,5435454890,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991211,SAMEA3449276,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000079-86,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449276,YSZC12003_35653,Illumina,ERP010700,YSZC12003_35653
ERR912082,WGS,196,6787088849,PRJEB9576,SAMEA3449277,5198101854,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991212,SAMEA3449277,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030715-53,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449277,YSZC12003_35704,Illumina,ERP010700,YSZC12003_35704
ERR912083,WGS,196,6954082308,PRJEB9576,SAMEA3449278,5393947638,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991213,SAMEA3449278,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000032-37,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449278,YSZC12003_35708,Illumina,ERP010700,YSZC12003_35708
ERR912084,WGS,196,7510497261,PRJEB9576,SAMEA3449279,5819255290,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991214,SAMEA3449279,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030729-93,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449279,YSZC12003_35837,Illumina,ERP010700,YSZC12003_35837
ERR912085,WGS,196,7961554860,PRJEB9576,SAMEA3449280,6100534755,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991215,SAMEA3449280,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030730-94,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449280,YSZC12003_35838,Illumina,ERP010700,YSZC12003_35838
ERR912086,WGS,195,7447563164,PRJEB9576,SAMEA3449281,5811394722,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991216,SAMEA3449281,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030718-74,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449281,YSZC12003_35989,Illumina,ERP010700,YSZC12003_35989
ERR912087,WGS,195,9835992426,PRJEB9576,SAMEA3449282,7762543394,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991217,SAMEA3449282,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000045-79,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449282,YSZC12003_36008,Illumina,ERP010700,YSZC12003_36008
ERR912088,WGS,196,6470607945,PRJEB9576,SAMEA3449283,4873408996,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991218,SAMEA3449283,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030717-66,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449283,YSZC12003_36020,Illumina,ERP010700,YSZC12003_36020
ERR912089,WGS,195,7423355051,PRJEB9576,SAMEA3449284,5759666165,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991219,SAMEA3449284,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030732-96,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449284,YSZC12003_36050,Illumina,ERP010700,YSZC12003_36050
ERR912090,WGS,197,6403233740,PRJEB9576,SAMEA3449285,4802928999,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991220,SAMEA3449285,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030727-89,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449285,YSZC12003_36051,Illumina,ERP010700,YSZC12003_36051
ERR912091,WGS,195,5861461481,PRJEB9576,SAMEA3449286,4515432290,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991221,SAMEA3449286,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030667-37,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449286,YSZC12003_36117,Illumina,ERP010700,YSZC12003_36117
ERR912092,WGS,194,7261925697,PRJEB9576,SAMEA3449287,5864519176,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991222,SAMEA3449287,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030632-19,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449287,YSZC12003_36119,Illumina,ERP010700,YSZC12003_36119
ERR912093,WGS,197,6045855424,PRJEB9576,SAMEA3449288,4544165562,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991223,SAMEA3449288,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030707-106,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449288,YSZC12003_36158,Illumina,ERP010700,YSZC12003_36158
ERR912094,WGS,196,7232443846,PRJEB9576,SAMEA3449289,5390648228,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991224,SAMEA3449289,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030679-50,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449289,YSZC12003_36244,Illumina,ERP010700,YSZC12003_36244
ERR912095,WGS,196,7258832396,PRJEB9576,SAMEA3449290,5495189322,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991225,SAMEA3449290,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030657-21,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449290,YSZC12003_36389,Illumina,ERP010700,YSZC12003_36389
ERR912096,WGS,196,7344281732,PRJEB9576,SAMEA3449291,5606018666,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991226,SAMEA3449291,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030699-96,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449291,YSZC12003_36390,Illumina,ERP010700,YSZC12003_36390
ERR912097,WGS,196,8365762562,PRJEB9576,SAMEA3449292,6392390332,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991227,SAMEA3449292,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030653-17,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449292,YSZC12003_36474,Illumina,ERP010700,YSZC12003_36474
ERR912098,WGS,195,6023184536,PRJEB9576,SAMEA3449293,4656463415,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991228,SAMEA3449293,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030688-81,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449293,YSZC12003_36525,Illumina,ERP010700,YSZC12003_36525
ERR912099,WGS,193,7811780491,PRJEB9576,SAMEA3449294,6308252421,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991229,SAMEA3449294,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030648-133,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449294,YSZC12003_36533,Illumina,ERP010700,YSZC12003_36533
ERR912100,WGS,196,6829344558,PRJEB9576,SAMEA3449295,5165133322,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991230,SAMEA3449295,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030739-105,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449295,YSZC12003_36698,Illumina,ERP010700,YSZC12003_36698
ERR912101,WGS,196,8078889676,PRJEB9576,SAMEA3449296,6147262954,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991231,SAMEA3449296,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000053-23,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449296,YSZC12003_36699,Illumina,ERP010700,YSZC12003_36699
ERR912102,WGS,196,6799671395,PRJEB9576,SAMEA3449297,5145782692,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991232,SAMEA3449297,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000052-22,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449297,YSZC12003_36795,Illumina,ERP010700,YSZC12003_36795
