genus	familyGroup	numberCAZyGenes	numberCAZyGenesSD	numberUniqueCAZyFamilies	numberUniqueCAZyFamiliesSD	N
Neglecta	GH	86.66666666666667	0	42	0	1
Neglecta	GT	18.666666666666668	0	8	0	1
Neisseria	CBM	6.8	2.16794833886788	2.1	0.8944271909999159	5
Neisseria	CE	3.9	1.8841443681416772	2.2	0.44721359549995793	5
Neisseria	GH	16.363636363636363	13.243429682377073	13.227272727272727	8.848938863404157	5
Neisseria	GT	25.2	9.038805230781334	11.145454545454545	1.0515631811579094	5
Neisseria	PL	1	0	1	0	1
Neisseriales gen. incertae sedis	CBM	3	0	1	0	1
Neisseriales gen. incertae sedis	CE	1	0	1	0	1
Neisseriales gen. incertae sedis	GH	8	0	4	0	1
Neisseriales gen. incertae sedis	GT	3	0	3	0	1
Neofamilia	CBM	3	0	2	0	1
Neofamilia	CE	3	0	1	0	1
Neofamilia	GH	5	0	6	0	1
Neofamilia	GT	10	0	7	0	1
Nesterenkonia	CBM	4	0	2	0	1
Nesterenkonia	CE	7	0	4	0	1
Nesterenkonia	GH	10	0	8	0	1
Nesterenkonia	GT	29	0	7	0	1
Niameybacter	CBM	13.714285714285714	0	5.285714285714286	0	1
Niameybacter	CE	10.142857142857142	0	2.2857142857142856	0	1
Niameybacter	GH	71.14285714285714	0	40	0	1
Niameybacter	GT	17.142857142857142	0	7	0	1
Niameybacter	PL	1.8571428571428572	0	1.8571428571428572	0	1
Nigerium	CBM	8	0	2	0	1
Nigerium	CE	7	0	3	0	1
Nigerium	GH	33	0	22	0	1
Nigerium	GT	28	0	10	0	1
Nigerium	PL	1	0	1	0	1
Nissabacter	CBM	19	0	5	0	1
Nissabacter	CE	9	0	5	0	1
Nissabacter	GH	76	0	43	0	1
Nissabacter	GT	41	0	17	0	1
Nissabacter	PL	1	0	2	0	1
Nosocomiicoccus	CBM	3	0	1	0	1
Nosocomiicoccus	CE	6	0	4	0	1
Nosocomiicoccus	GH	4	0	4	0	1
Nosocomiicoccus	GT	6	0	5	0	1
Noviherbaspirillum	CBM	8	0	2	0	1
Noviherbaspirillum	CE	15	0	3	0	1
Noviherbaspirillum	GH	24	0	18	0	1
Noviherbaspirillum	GT	66	0	14	0	1
Noviherbaspirillum	PL	3	0	2	0	1
Numidum	CBM	7	0	2	0	1
Numidum	CE	8	0	3	0	1
Numidum	GH	26	0	19	0	1
Numidum	GT	19	0	5	0	1
Oceanobacillus	CBM	10.75	2.217355782608345	2.75	0.5	4
Oceanobacillus	CE	11.125	2.8975564417856186	4.25	0.5	4
Oceanobacillus	GH	21.75	5.5	16.25	2.753785273643051	4
Oceanobacillus	GT	19.25	1.5	6.75	1.5	4
Oceanobacillus	PL	1.3333333333333333	0.5773502691896257	1.3333333333333333	0.5773502691896257	3
Odoribacter	CBM	9.17486383665873	3.729592692426478	4.019760790431617	1.7494152845480395	3
Odoribacter	CE	5.9292087472972606	2.7527517090806186	2.269329720557243	0.47326409916405293	3
Odoribacter	GH	65.71661603306238	22.577441802912	29.859827024659932	3.5604453590399707	3
Odoribacter	GT	46.17697128937789	9.138681622348825	11.681979910775379	1.2190746096577116	3
Odoribacter	PL	2.172043010752688	1.6039536652872752	2.172043010752688	1.6039536652872752	3
Odoribacteraceae gen. incertae sedis	CBM	10.5	7.681145747868608	4	2.309401076758503	4
Odoribacteraceae gen. incertae sedis	CE	3.75	0.5	2.25	0.5	4
Odoribacteraceae gen. incertae sedis	GH	48.25	39.85285435197835	23.125	14.108951059522463	4
Odoribacteraceae gen. incertae sedis	GT	47	4.760952285695233	12.75	1.707825127659933	4
Odoribacteraceae gen. incertae sedis	PL	2.5	0.7071067811865476	2.25	1.0606601717798212	2
Olegusella	CBM	7.5	0	4	0	1
Olegusella	CE	6	0	4	0	1
Olegusella	GH	15	0	10.5	0	1
Olegusella	GT	19	0	5.5	0	1
Olsenella	CBM	2.637037037037037	1.6606929982895398	2.0296296296296297	0.8641701935711449	9
Olsenella	CE	4.493055555555555	1.9285186096529578	2.638888888888889	0.6508541396588878	9
Olsenella	GH	12.601851851851851	6.475082820386485	10.25	3.29772648956823	9
Olsenella	GT	16.65277777777778	5.128724933591627	7.175925925925926	2.2747269541748043	9
Olsenella	PL	1	0	1	0	1
Opitutae gen. incertae sedis	CBM	10.866666666666667	3.868390420374402	3.022222222222222	0.038490017945975175	3
Opitutae gen. incertae sedis	CE	9.444444444444445	2.5018511664883785	4.911111111111111	0.15396007178390017	3
Opitutae gen. incertae sedis	GH	65.24444444444444	19.7298795776393	29.044444444444444	7.028934906934757	3
Opitutae gen. incertae sedis	GT	17.08888888888889	5.120908484214857	9.333333333333334	0.666666666666667	3
Opitutae gen. incertae sedis	PL	1.511111111111111	0.5003702332976756	1.511111111111111	0.5003702332976756	3
Oribacterium	CBM	3.5	0.7071067811865476	2.5	0.7071067811865476	2
Oribacterium	CE	5.166666666666667	2.592724864350674	3	1.4142135623730951	2
Oribacterium	GH	19.166666666666664	7.30677007226099	12.5	6.363961030678928	2
Oribacterium	GT	22	0	7.5	0.7071067811865476	2
Oribacterium	PL	1	0	1	0	1
Oscillibacter	CBM	5.765337752665688	1.0950118271537956	2.34166197668728	0.5934552326511737	26
Oscillibacter	CE	4.496119056382215	1.6952388642169958	2.0677022960170732	0.8067342631433108	26
Oscillibacter	GH	8.555275689223057	1.8384811444434588	7.580920267317029	1.3059544674090162	26
Oscillibacter	GT	12.365387166814292	3.3392368644834662	7.505770942957178	0.8345873082417904	26
Oscillibacter	PL	1	0	1	0	2
Oscillospiraceae gen. incertae sedis	CBM	7	0	3	0	1
Oscillospiraceae gen. incertae sedis	CE	9	0	4	0	1
Oscillospiraceae gen. incertae sedis	GH	20	0	16	0	1
Oscillospiraceae gen. incertae sedis	GT	16	0	6	0	1
Oxalobacter	CBM	4	0	2	0	2
Oxalobacter	CE	3.875	0.1767766952966369	2.875	0.1767766952966369	2
Oxalobacter	GH	14.625	3.3587572106361008	11.5	0.7071067811865476	2
Oxalobacter	GT	20.75	4.596194077712559	12.5	0.7071067811865476	2
Oxalobacteraceae gen. incertae sedis	CBM	3.666666666666667	0.47140452079103157	2	0	2
Oxalobacteraceae gen. incertae sedis	CE	2.5	0.7071067811865476	2.166666666666667	0.23570226039551595	2
Oxalobacteraceae gen. incertae sedis	GH	15.416666666666666	1.2963624321753362	12.333333333333332	0.47140452079103123	2
Oxalobacteraceae gen. incertae sedis	GT	19.333333333333336	0.4714045207910325	11.833333333333332	0.23570226039551626	2
Oxalobacteraceae gen. incertae sedis	PL	1	0	1	0	1
Paenibacillus	CBM	40.5625	11.592921690985985	18.6875	7.150466185268389	16
Paenibacillus	CE	29.25	4.538722287164087	6.71875	1.5488571055243712	16
Paenibacillus	GH	134.15625	50.76209831163405	63.90625	19.94510696052209	16
Paenibacillus	GT	52.9375	11.503441514028168	9.875	1.6278820596099706	16
Paenibacillus	PL	7.40625	4.56515333805996	6.46875	3.7747792429933344	16
Paeniclostridium	CBM	4	0	3	0	1
Paeniclostridium	CE	11	0	2	0	1
Paeniclostridium	GH	21	0	13	0	1
Paeniclostridium	GT	27	0	8	0	1
Paeniclostridium	PL	1	0	1	0	1
Paenisporosarcina	CBM	19	0	7	0	1
Paenisporosarcina	CE	10	0	4	0	1
Paenisporosarcina	GH	13	0	11	0	1
Paenisporosarcina	GT	15	0	6	0	1
Pantoea	CBM	10.555555555555555	1.3970869163555473	2	0	6
Pantoea	CE	7.027777777777778	0.8970114991624297	4.138888888888889	0.34020690871988574	6
Pantoea	GH	42.333333333333336	5.054151209099748	26.444444444444443	3.4763752940649524	6
Pantoea	GT	48.47222222222222	1.5930985415105257	18.52777777777778	0.41387956738198145	6
Pantoea	PL	1	0	1	0	1
Parabacteroides	CBM	19.89705252582956	4.126454400100651	7.195025019268171	1.1409138260037834	18
Parabacteroides	CE	13.261638949043526	2.283286170626473	5.511486859073053	1.5482681699074863	18
Parabacteroides	GH	146.5489538789823	52.35293169267177	54.16053586298712	10.096930028099976	18
Parabacteroides	GT	54.233289825981174	12.617930216788713	15.278316832508379	2.4216919628878033	18
Parabacteroides	PL	4.978454557085072	2.711737997602342	4.293965987618824	2.0966504639575185	16
Paraclostridium	CBM	7.666666666666667	0	4	0	1
Paraclostridium	CE	11	0	2.6666666666666665	0	1
Paraclostridium	GH	30.333333333333332	0	18.666666666666668	0	1
Paraclostridium	GT	30.666666666666668	0	7.333333333333333	0	1
Paraprevotella	CBM	30.279945054945053	0.04234870282930344	10.34084249084249	0.43488362110337453	2
Paraprevotella	CE	11.240018315018315	0.20267804259284733	4.981318681318681	0.026419374242134648	2
Paraprevotella	GH	128.64935897435896	4.29068768635376	56.726282051282055	0.5049467655396269	2
Paraprevotella	GT	64.37252747252747	4.847178133012839	15.893589743589743	0.7633127048193242	2
Paraprevotella	PL	4.69441391941392	1.7127265899619217	3.8464285714285715	1.2677414434130243	2
Parasutterella	CBM	2	0	1.0073260073260073	0	1
Parasutterella	CE	1.875	0	1.8529411764705883	0	1
Parasutterella	GH	7.871794871794871	0	5.366300366300366	0	1
Parasutterella	GT	12.091575091575091	0	8.637362637362637	0	1
Parasutterella	PL	1	0	1	0	1
Parvimonas	CBM	8	0	5	0	1
Parvimonas	CE	1.725	0.7424621202458749	1.125	0.1767766952966369	2
Parvimonas	GH	5.7375	4.437095051945586	3.0625	1.5026019100214134	2
Parvimonas	GT	9.25	1.7677669529663689	4.475	0.38890872965260104	2
Pasteurellaceae gen. incertae sedis	CBM	4.333333333333333	1.1547005383792515	2	0	3
Pasteurellaceae gen. incertae sedis	CE	3.3333333333333335	0.5773502691896257	3	0	3
Pasteurellaceae gen. incertae sedis	GH	12.5	1.3228756555322954	10.333333333333334	1.1547005383792515	3
Pasteurellaceae gen. incertae sedis	GT	23	2	10.666666666666666	1.5275252316519468	3
Pediococcus	CBM	5.5	0	1	0	2
Pediococcus	CE	3.3	0.28284271247461895	1.175	0.10606601717798207	2
Pediococcus	GH	20.1	9.333809511662427	12.75	4.596194077712559	2
Pediococcus	GT	19.65	1.6263455967290599	6.5	0	2
Pelistega	CBM	4	0	1	0	1
Pelistega	CE	5	0	3	0	1
Pelistega	GH	14	0	7	0	1
Pelistega	GT	26	0	9	0	1
Peptoniphilaceae gen. incertae sedis	CBM	2.083333333333333	0.8249579113843053	1.5	0.7071067811865476	2
Peptoniphilaceae gen. incertae sedis	CE	1.3333333333333333	0.5773502691896257	1.3333333333333333	0.5773502691896257	3
Peptoniphilaceae gen. incertae sedis	GH	6.333333333333333	0.5773502691896257	6.222222222222222	1.0715167512214396	3
Peptoniphilaceae gen. incertae sedis	GT	10.222222222222221	1.0715167512214394	5.888888888888889	0.1924500897298751	3
Peptoniphilus	CBM	1.4825252525252526	0.7872993345922078	1.1796632996632996	0.3463667918190267	15
Peptoniphilus	CE	2.444933712121212	1.1073590247518035	1.7121212121212122	0.4366160885897667	16
Peptoniphilus	GH	3.2061395202020204	1.6041816712773043	2.881897095959596	1.3603272972837765	16
Peptoniphilus	GT	5.689930555555556	1.3774076843884477	4.32103851010101	0.9967714296606345	16
Peptostreptococcaceae gen. incertae sedis	CBM	3.466666666666667	2.2186081723058315	3	2.1213203435596424	5
Peptostreptococcaceae gen. incertae sedis	CE	8.633333333333333	6.021258635497694	1.9666666666666666	0.711024300256718	5
Peptostreptococcaceae gen. incertae sedis	GH	19.6	9.864076236526156	13.866666666666667	6.238767684585011	5
Peptostreptococcaceae gen. incertae sedis	GT	20.8	5.167204273105526	6.6	1.3416407864998738	5
Peptostreptococcaceae gen. incertae sedis	PL	1	0	1	0	1
Peptostreptococcus	CBM	1.3055555555555556	0.47466687473986285	1.25	0.5	4
Peptostreptococcus	CE	2.961904761904762	0.7122192329807335	1.7714285714285714	0.43565573377076877	5
Peptostreptococcus	GH	8.719047619047618	2.621232854594291	7.8619047619047615	1.3758526525547532	5
Peptostreptococcus	GT	13.985714285714286	1.2681337726384083	5.2	1.0954451150103321	5
Phascolarctobacterium	CBM	2.1126944615988354	0.8157932816351212	1.1589860487495087	0.49114543816372536	16
Phascolarctobacterium	CE	4.838442313045092	1.2499325670613468	2.60983026286564	0.41471397896506845	16
Phascolarctobacterium	GH	3.3185863198425642	1.187032058727543	3.3833292357571376	1.5912685820015244	16
Phascolarctobacterium	GT	17.353493102088162	4.222267251534006	9.007649709554403	1.0885135149349099	16
Phascolarctobacterium	PL	1	0	2	0	1
Phocea	CBM	6	0	4	0	1
Phocea	CE	4.5	0	3	0	1
Phocea	GH	8	0	9	0	1
Phocea	GT	11.5	0	8	0	1
Phoenicibacter	CE	1	0	1	0	1
Phoenicibacter	GH	2.6666666666666665	0	2.3333333333333335	0	1
Phoenicibacter	GT	14	0	4	0	1
Phyllobacterium	CBM	5	0	1	0	1
Phyllobacterium	CE	12	0	4	0	1
Phyllobacterium	GH	32	0	16	0	1
Phyllobacterium	GT	48	0	13	0	1
Planococcaceae gen. incertae sedis	CBM	15	0	3	0	1
Planococcaceae gen. incertae sedis	CE	13	0	5	0	1
Planococcaceae gen. incertae sedis	GH	17	0	11	0	1
Planococcaceae gen. incertae sedis	GT	20	0	5	0	1
Planococcus	CBM	9	0	2	0	1
Planococcus	CE	9	0	4	0	1
Planococcus	GH	15	0	11	0	1
Planococcus	GT	25	0	6	0	1
Plesiomonas	CBM	15.25	0	3.25	0	1
Plesiomonas	CE	4.75	0	3.25	0	1
Plesiomonas	GH	31	0	18.25	0	1
Plesiomonas	GT	33	0	11.25	0	1
Plesiomonas	PL	1.5	0	1	0	1
Pluralibacter	CBM	13	0	2.8	0	1
Pluralibacter	CE	10	0	5.8	0	1
Pluralibacter	GH	47.4	0	32.2	0	1
Pluralibacter	GT	29.6	0	16	0	1
Pluralibacter	PL	1	0	1	0	1
Porphyromonadaceae gen. [Fermentimonas/Lascolabacillus]	CBM	19	0	6	0	1
Porphyromonadaceae gen. [Fermentimonas/Lascolabacillus]	CE	15	0	5	0	1
Porphyromonadaceae gen. [Fermentimonas/Lascolabacillus]	GH	90	0	49	0	1
Porphyromonadaceae gen. [Fermentimonas/Lascolabacillus]	GT	37	0	12	0	1
Porphyromonadaceae gen. [Fermentimonas/Lascolabacillus]	PL	1	0	1	0	1
Porphyromonadaceae gen. [Sanguibacteroides/Gabonibacter]	CBM	4	0	2	0	1
Porphyromonadaceae gen. [Sanguibacteroides/Gabonibacter]	CE	5	0	3	0	1
Porphyromonadaceae gen. [Sanguibacteroides/Gabonibacter]	GH	10	0	9	0	1
Porphyromonadaceae gen. [Sanguibacteroides/Gabonibacter]	GT	40.5	0	11	0	1
Porphyromonas	CBM	6.064350834350834	1.037667059874178	2.3125132275132274	0.7916513769724016	15
Porphyromonas	CE	3.258992673992674	0.6349205522975903	2.3054456654456654	0.4851928726726553	15
Porphyromonas	GH	17.09832722832723	9.963309593093514	14.344358974358974	5.428786769739876	15
Porphyromonas	GT	22.35915750915751	2.070758977223456	7.694949124949125	0.8014414285747636	15
Prevotella	CBM	11.925576223357226	3.411417711377317	5.666373263812427	1.5466228945930913	86
Prevotella	CE	9.380895130183557	4.22659548718102	5.096547042252065	1.7645648179240072	86
Prevotella	GH	66.96097269660392	25.896944196175458	39.40642959245845	12.054773619962933	86
Prevotella	GT	36.58316260392324	6.3288870029433255	10.946537295524191	1.3123232003561438	86
Prevotella	PL	5.7270371534537166	4.610333864045864	3.853871727917197	2.18525300903761	58
Prevotellaceae gen. incertae sedis	CBM	14.051282051282051	3.331491930570126	6.131410256410256	2.7128717095648898	4
Prevotellaceae gen. incertae sedis	CE	7.240384615384615	1.2254771821252766	4.208333333333333	0.5335936864527374	4
Prevotellaceae gen. incertae sedis	GH	56.9775641025641	20.19249999908426	31.891025641025642	9.686344998059552	4
Prevotellaceae gen. incertae sedis	GT	36.96474358974359	5.880516187662035	10.919871794871796	1.1285146719877053	4
Prevotellaceae gen. incertae sedis	PL	2.5	2.1213203435596424	2	1.4142135623730951	2
Prevotellamassilia	CBM	14.073170731707316	0	4.951219512195122	0	1
Prevotellamassilia	CE	7.048780487804878	0	3.951219512195122	0	1
Prevotellamassilia	GH	48.19512195121951	0	27.4390243902439	0	1
Prevotellamassilia	GT	39.48780487804878	0	11.609756097560975	0	1
Propionibacterium	CBM	3.2	0	2	0	1
Propionibacterium	CE	4.8	0	2.8	0	1
Propionibacterium	GH	13.8	0	11	0	1
Propionibacterium	GT	23.2	0	6.8	0	1
Proteobacteria gen. incertae sedis	CBM	3.872340425531915	0	1.9893617021276595	0	1
Proteobacteria gen. incertae sedis	CE	2.978723404255319	0	2.9468085106382977	0	1
Proteobacteria gen. incertae sedis	GH	10.925531914893616	0	9.861702127659575	0	1
Proteobacteria gen. incertae sedis	GT	20.4468085106383	0	8.96808510638298	0	1
Proteus	CBM	5.777777777777778	1.3471506281091266	1.3333333333333333	0.5773502691896257	3
Proteus	CE	5.222222222222222	0.3849001794597507	3.128654970760234	0.17919945550929317	3
Proteus	GH	20.97953216374269	2.987023506526541	13.599415204678362	1.3697231022487344	3
Proteus	GT	32.97953216374269	1.9197571000725488	11.043859649122806	1.2999928972034103	3
Proteus	PL	2.7426900584795324	0.3583989110185862	2.678362573099415	0.44799863877323287	3
Provencibacterium	CBM	6	0	3.3333333333333335	0	1
Provencibacterium	CE	8	0	3	0	1
Provencibacterium	GH	22.333333333333332	0	15	0	1
Provencibacterium	GT	19	0	8.333333333333334	0	1
Providencia	CBM	5.035714285714286	1.4492550279555432	1.75	0.5	4
Providencia	CE	7.375	1.1086778913041726	4	0	4
Providencia	GH	21.017857142857142	4.659995839535674	12.5625	3.0712036185617304	4
Providencia	GT	27.607142857142858	1.2142857142857135	12.9375	0.9213893494789992	4
Providencia	PL	1	0	1	0	1
Pseudescherichia	CBM	14	0	3	0	1
Pseudescherichia	CE	9.666666666666666	0	5	0	1
Pseudescherichia	GH	55	0	34.333333333333336	0	1
Pseudescherichia	GT	37	0	15.333333333333334	0	1
Pseudescherichia	PL	1.6666666666666667	0	2	0	1
Pseudoflavonifractor	CBM	9.7	2.4020824298928627	3.966666666666667	1.3428824718989125	3
Pseudoflavonifractor	CE	5.2	2.306512518934159	2.6666666666666665	0.5773502691896257	3
Pseudoflavonifractor	GH	22.9	17.462244987400677	14.533333333333333	6.515622252197662	3
Pseudoflavonifractor	GT	19.433333333333334	8.727160668472496	9	1	3
Pseudoflavonifractor	PL	1	0	1	0	1
Pseudomonas	CBM	10.718487394957982	2.21975098765394	3.142857142857143	1.3451854182690985	7
Pseudomonas	CE	6.466386554621849	2.8306909062551573	4.571428571428571	1.1338934190276817	7
Pseudomonas	GH	33.31512605042017	7.947069605036776	20.49579831932773	2.872302835503823	7
Pseudomonas	GT	38.13865546218487	5.45635705047944	13.298319327731093	0.9316968328277192	7
Pseudomonas	PL	4	2.449489742783178	3.0049019607843137	1.4142645351267158	6
Pyramidobacter	CBM	1.125	0	1.125	0	1
Pyramidobacter	CE	5	0	4	0	1
Pyramidobacter	GH	3.888888888888889	0	3.2222222222222223	0	1
Pyramidobacter	GT	20.11111111111111	0	12.222222222222221	0	1
Ralstonia	CBM	14	0	4	0	1
Ralstonia	CE	10	0	4	0	1
Ralstonia	GH	30.5	0	22	0	1
Ralstonia	GT	36.5	0	13	0	1
Ralstonia	PL	1	0	1	0	1
Raoultella	CBM	10.416666666666666	0	3.9166666666666665	0	1
Raoultella	CE	10.666666666666666	0	5.5	0	1
Raoultella	GH	60.666666666666664	0	36.666666666666664	0	1
Raoultella	GT	37.333333333333336	0	16.583333333333332	0	1
Raoultella	PL	4.166666666666667	0	3.75	0	1
Rhodocyclales gen. incertae sedis	CBM	4	0	1	0	1
Rhodocyclales gen. incertae sedis	CE	1	0	1	0	1
Rhodocyclales gen. incertae sedis	GH	11	0	6	0	1
Rhodocyclales gen. incertae sedis	GT	23	0	10	0	1
Rhodospirillaceae gen. incertae sedis	CBM	3.5	0.5	2	0	3
Rhodospirillaceae gen. incertae sedis	CE	2.3333333333333335	0.5773502691896257	2.3333333333333335	0.5773502691896257	3
Rhodospirillaceae gen. incertae sedis	GH	13	2.6457513110645907	9.333333333333334	0.5773502691896257	3
Rhodospirillaceae gen. incertae sedis	GT	26.833333333333332	1.0408329997330663	11.166666666666666	0.28867513459481287	3
Rhodospirillaceae gen. incertae sedis	PL	1	0	1	0	1
Rhodospirillales gen. incertae sedis	CBM	3.1979166666666665	0.5623842473493249	2	0	6
Rhodospirillales gen. incertae sedis	CE	2.0681818181818183	0.6400865127478105	2.0681818181818183	0.6400865127478105	6
Rhodospirillales gen. incertae sedis	GH	12.56439393939394	1.8431056853835357	10.319128787878787	0.41076703137345477	6
Rhodospirillales gen. incertae sedis	GT	21.230113636363637	3.0208721024395455	10.015151515151516	1.1806739799080677	6
Rikenella	CBM	8	0	3	0	1
Rikenella	CE	4	0	3	0	1
Rikenella	GH	69	0	34	0	1
Rikenella	GT	24	0	10	0	1
Rikenella	PL	2	0	2	0	1
Rikenellaceae gen. [Tidjanibacter/Alistipes]	CBM	4.539285714285715	0	1.9464285714285714	0	1
Rikenellaceae gen. [Tidjanibacter/Alistipes]	CE	4.142857142857143	0	2.9571428571428573	0	1
Rikenellaceae gen. [Tidjanibacter/Alistipes]	GH	11.810714285714285	0	8.95357142857143	0	1
Rikenellaceae gen. [Tidjanibacter/Alistipes]	GT	21.739285714285714	0	8.67142857142857	0	1
Risungbinella	CBM	6	0	1	0	1
Risungbinella	CE	12	0	4	0	1
Risungbinella	GH	19	0	12	0	1
Risungbinella	GT	21	0	5	0	1
Robinsoniella	CBM	56	0	15	0	1
Robinsoniella	CE	12.5	0	6	0	1
Robinsoniella	GH	247.5	0	70	0	1
Robinsoniella	GT	34	0	7	0	1
Robinsoniella	PL	1.5	0	1.5	0	1
Romboutsia	CBM	9.08974358974359	1.2872969606216638	6.166666666666666	1.1785113019775795	2
Romboutsia	CE	14.6125	3.376434880165765	2.825	0.2474873734152917	2
Romboutsia	GH	33.475	12.056170619230636	21.1125	6.911968786098501	2
Romboutsia	GT	25.6625	4.719937764420205	7.4	0.5656854249492379	2
Romboutsia	PL	1.5	0.7071067811865476	1.5	0.7071067811865476	2
Roseburia	CBM	12.901546336395507	3.818991830878356	6.860936707977111	2.5878157553433034	25
Roseburia	CE	9.298739648815026	3.92075488517031	3.8804761246042383	1.7048220420538094	25
Roseburia	GH	53.00038602053879	22.344352619247005	31.714200870764348	10.979714230625968	25
Roseburia	GT	31.387359237142725	13.74921560659808	8.37786214915472	1.9356599813900601	25
Roseburia	PL	1.6031918776365701	1.2158290866009704	1.5485354799731403	1.0661362099439162	17
Rothia	CBM	2.7222222222222223	0.4843221048378526	1	0	4
Rothia	CE	3.8055555555555554	0.31914236925211265	2	0	4
Rothia	GH	9.305555555555555	4.7117531009116576	8.555555555555555	3.3259176771323924	4
Rothia	GT	25.72222222222222	3.615808910060662	6.916666666666666	1.707825127659933	4
Rubeoparvulum	CBM	11	0	2	0	1
Rubeoparvulum	CE	8	0	3	0	1
Rubeoparvulum	GH	5	0	4	0	1
Rubeoparvulum	GT	19	0	6	0	1
Ruminococcaceae gen. incertae sedis	CBM	8.092697069904288	5.580045802488798	3.9561930236091554	1.5634847177668374	102
Ruminococcaceae gen. incertae sedis	CE	6.804864047764216	3.077026194099586	3.2174151357114367	1.1799813509275583	102
Ruminococcaceae gen. incertae sedis	GH	39.38121966112371	23.309935932120794	22.225194478966348	10.024578507818745	102
Ruminococcaceae gen. incertae sedis	GT	20.596606736006894	10.942562424408802	7.671883200163192	1.6789831994642086	102
Ruminococcaceae gen. incertae sedis	PL	1.4538312542803487	0.6748276914757336	1.3673926738845372	0.6088565894621438	33
Ruminococcus	CBM	12.615098662465389	6.261844938594784	6.286753769294768	2.8148393673357215	50
Ruminococcus	CE	6.115514495858545	2.949546757941444	3.0294942560237326	1.124455458626983	50
Ruminococcus	GH	44.49116721995202	15.064652269242881	26.76542541881215	7.045722728133638	50
Ruminococcus	GT	18.312152975867555	6.4525212278398065	6.744564476658659	0.9681181126413504	50
Ruminococcus	PL	3.1771745279809798	1.6882001275820493	3.474410734193343	1.5540035098794027	23
Ruthenibacterium	CBM	5.5423728813559325	0	4.338983050847458	0	1
Ruthenibacterium	CE	13.885593220338983	0	5.262711864406779	0	1
Ruthenibacterium	GH	45.932203389830505	0	23.584745762711865	0	1
Ruthenibacterium	GT	21.24576271186441	0	5.953389830508475	0	1
Ruthenibacterium	PL	1.2647058823529411	0	1.2647058823529411	0	1
Salmonella	CBM	17.23381294964029	1.0835521179333416	5.971223021582734	0.04069679316181543	2
Salmonella	CE	9.586330935251798	0.8291971606719951	5	0	2
Salmonella	GH	50.41007194244604	2.248497822190319	30.77338129496403	1.7347008085223934	2
Salmonella	GT	37.827338129496404	2.5842463657752974	16.075539568345324	0.10682908204976614	2
Salmonella	PL	1.6666666666666667	0	1.6666666666666667	0	1
Scardovia	CBM	6	0	5	0	1
Scardovia	CE	3	0	2	0	1
Scardovia	GH	18	0	17	0	1
Scardovia	GT	20	0	9	0	1
Schaalia	CBM	5	0	4	0	1
Schaalia	CE	1.8	0	1.8	0	1
Schaalia	GH	13.2	0	11.8	0	1
Schaalia	GT	13.4	0	4.8	0	1
Selenomonadaceae gen. incertae sedis	CBM	4.464285714285714	0.6565991539589372	3.7767857142857144	1.0985408922005293	2
Selenomonadaceae gen. incertae sedis	CE	9.955357142857142	1.4773480964076078	4.446428571428571	0.7828682220279634	2
Selenomonadaceae gen. incertae sedis	GH	18.785714285714285	0.30304576336566214	16.455357142857142	0.6439722471520336	2
Selenomonadaceae gen. incertae sedis	GT	27.25	7.424621202458749	11.875	1.2374368670764582	2
Selenomonadales gen. incertae sedis	CBM	5	0	3	0	1
Selenomonadales gen. incertae sedis	CE	8	0	2	0	1
Selenomonadales gen. incertae sedis	GH	12	0	9.333333333333334	0	1
Selenomonadales gen. incertae sedis	GT	41.333333333333336	0	13.666666666666666	0	1
Selenomonas	CBM	4.947619047619048	2.2551226643560915	3.751190476190476	1.5034371051865456	4
Selenomonas	CE	7.475	1.9670197423174651	3.939285714285714	0.7593745188403054	4
Selenomonas	GH	20.941666666666666	9.708086549080845	14.932142857142857	5.331786021294436	4
Selenomonas	GT	31.52857142857143	2.9388090512069303	12.498809523809523	1.2260425245923745	4
Senegalimassilia	CBM	1.4	0	1.4	0	1
Senegalimassilia	CE	1.375	0	1.3125	0	1
Senegalimassilia	GH	5.125	0	4.125	0	1
Senegalimassilia	GT	14.125	0	5.3125	0	1
Serratia	CBM	10.535714285714285	3.5860415331603477	4.857142857142858	1.212183053462653	2
Serratia	CE	8.214285714285715	1.7172593257387585	4	0	2
Serratia	GH	44.625	0.8838834764831844	24.67857142857143	0.9596449173246006	2
Serratia	GT	42.64285714285714	1.919289834649201	17	1.4142135623730951	2
Serratia	PL	1	0	1	0	1
Slackia	CE	4.5	0	3	0	1
Slackia	GH	1.5	0	1.5	0	1
Slackia	GT	4	0	4	0	1
Sneathia	CBM	2.833333333333333	0.23570226039551595	2.833333333333333	0.23570226039551595	2
Sneathia	CE	1.5	0.7071067811865476	1.5	0.7071067811865476	2
Sneathia	GH	11.166666666666668	1.1785113019775788	9.75	1.0606601717798212	2
Sneathia	GT	9.166666666666668	0.23570226039551626	5.75	0.3535533905932738	2
Sneathia	PL	2	0	2	0	1
Solobacterium	CBM	5.5	0	2.75	0	1
Solobacterium	CE	6.25	0	3	0	1
Solobacterium	GH	17.5	0	13.75	0	1
Solobacterium	GT	13.25	0	6.5	0	1
Solobacterium	PL	1.25	0	1.25	0	1
Sphaerochaeta	CBM	1.7272727272727273	0	1.7272727272727273	0	1
Sphaerochaeta	CE	3.090909090909091	0	2.090909090909091	0	1
Sphaerochaeta	GH	18.272727272727273	0	15.454545454545455	0	1
